pta_id,agreement_name,year,chapter_name,chapter_norm,chapter_index,article_number,article_name,word_count,hard_raw,hard_p1k,soft_raw,soft_p1k,mixed_raw,mixed_p1k,enf_raw,enf_p1k,soft_total,oblig_ratio
1,Japan - Thailand,2007,General Provisions,Exceptions & Safeguards,1,ARTICLE 14,Communications,42,1.0,23.809523809523807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Trade In Goods,Trade in Goods,2,ARTICLE 15,Definitions,330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Japan - Thailand,2007,Trade In Goods,Trade in Goods,2,ARTICLE 16,Classification Of Goods,17,1.0,58.8235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Trade In Goods,Trade in Goods,2,ARTICLE 17,National Treatment,22,1.0,45.45454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Trade In Goods,Trade in Goods,2,ARTICLE 18,Elimination Of Customs Duties,89,2.0,22.47191011235955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,Japan - Thailand,2007,Trade In Goods,Trade in Goods,2,ARTICLE 19,Customs Valuation,63,1.0,15.873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Trade In Goods,Trade in Goods,2,ARTICLE 20,Export Subsidy On Agricultural Goods,52,1.0,19.230769230769234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Trade In Goods,Trade in Goods,2,ARTICLE 21,Non-Tariff Measures,84,3.0,35.714285714285715,0.0,0.0,0.0,0.0,1.0,11.904761904761903,0.0,3.0
1,Japan - Thailand,2007,Trade In Goods,Trade in Goods,2,ARTICLE 22,Bilateral Safeguard Measures,1441,28.0,19.43095072866065,0.0,0.0,0.0,0.0,10.0,6.939625260235947,0.0,28.0
1,Japan - Thailand,2007,Trade In Goods,Trade in Goods,2,ARTICLE 23,Restrictions To Safeguard The Balance Of Payments,97,3.0,30.927835051546392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,Japan - Thailand,2007,Trade In Goods,Trade in Goods,2,ARTICLE 24,Operational Procedures,52,2.0,38.46153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,Japan - Thailand,2007,Trade In Goods,Trade in Goods,2,ARTICLE 25,Sub-Committee On Trade In Goods,118,3.0,25.423728813559325,0.0,0.0,0.0,0.0,1.0,8.474576271186441,0.0,3.0
1,Japan - Thailand,2007,Trade In Goods,Trade in Goods,2,ARTICLE 26,Review,106,1.0,9.433962264150942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 27,Definitions,769,0.0,0.0,6.0,7.802340702210663,0.0,0.0,1.0,1.3003901170351106,6.0,0.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 28,Originating Goods,911,10.0,10.976948408342482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 29,Accumulation,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 30,De Minimis,69,1.0,14.492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 31,Non-Qualifying Operations,128,1.0,7.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 32,Consignment Criteria,103,2.0,19.41747572815534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 33,Unassembled Or Disassembled Goods,65,1.0,15.384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 34,Fungible Goods And Materials,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 35,Indirect Materials,24,1.0,41.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 36,"Accessories, Spare Parts And Tools",160,2.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 37,Packaging Materials And Containers For Retail Sale,124,2.0,16.129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 38,Packing Materials And Containers For Shipment,54,1.0,18.51851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 39,Claim For Preferential Tariff Treatment,199,2.0,10.050251256281408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 40,Certificate Of Origin,454,10.0,22.026431718061676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 41,Response To Inquiries,70,0.0,0.0,0.0,0.0,1.0,14.285714285714285,0.0,0.0,1.0,0.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 42,Obligations Regarding Exportations,103,3.0,29.12621359223301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 43,Request For Checking Of Certificate Of Origin,253,3.0,11.857707509881422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 44,Verification Visit,401,5.0,12.468827930174564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 45,Determination Of Origin,414,4.0,9.66183574879227,0.0,0.0,0.0,0.0,2.0,4.830917874396135,0.0,4.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 46,Confidentiality,128,3.0,23.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 47,Penalties And Measures Against False Declaration,162,2.0,12.345679012345679,0.0,0.0,0.0,0.0,1.0,6.172839506172839,0.0,2.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 48,Miscellaneous Provisions,31,1.0,32.25806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Rules Of Origin,Rules of Origin,3,ARTICLE 49,Sub-Committee On Rules Of Origin,182,4.0,21.978021978021978,0.0,0.0,0.0,0.0,1.0,5.4945054945054945,0.0,4.0
1,Japan - Thailand,2007,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 50,Scope And Coverage,45,2.0,44.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,Japan - Thailand,2007,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 51,Definitions,76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.157894736842104,0.0,0.0
1,Japan - Thailand,2007,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 52,Transparency,139,5.0,35.97122302158273,1.0,7.194244604316547,0.0,0.0,0.0,0.0,1.0,2.5
1,Japan - Thailand,2007,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 53,Customs Clearance,135,2.0,14.814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,Japan - Thailand,2007,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 54,Temporary Admission And Goods In Transit,193,4.0,20.72538860103627,0.0,0.0,1.0,5.181347150259067,0.0,0.0,1.0,2.0
1,Japan - Thailand,2007,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 55,Cooperation And Exchange Of Information,74,1.0,13.513513513513514,0.0,0.0,2.0,27.027027027027028,1.0,13.513513513513514,2.0,0.3333333333333333
1,Japan - Thailand,2007,Customs Procedures,Customs & Trade Facilitation,4,ARTICLE 56,Sub-Committee On Customs Procedures,120,4.0,33.333333333333336,0.0,0.0,0.0,0.0,1.0,8.333333333333334,0.0,4.0
1,Japan - Thailand,2007,Paperless Trading,Other — Paperless Trading,5,ARTICLE 57,Cooperation On Paperless Trading Between The Parties,71,0.0,0.0,0.0,0.0,1.0,14.084507042253522,0.0,0.0,1.0,0.0
1,Japan - Thailand,2007,Paperless Trading,Other — Paperless Trading,5,ARTICLE 58,Exchange Of Views And Information,15,1.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Paperless Trading,Other — Paperless Trading,5,ARTICLE 59,Cooperation On Paperless Trading Between Private Entities,62,0.0,0.0,0.0,0.0,1.0,16.129032258064516,0.0,0.0,1.0,0.0
1,Japan - Thailand,2007,Paperless Trading,Other — Paperless Trading,5,ARTICLE 60,Review Of Realisation Of Paperless Trading,67,1.0,14.925373134328359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Paperless Trading,Other — Paperless Trading,5,ARTICLE 61,Sub-Committee On Paperless Trading,140,5.0,35.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1,Japan - Thailand,2007,Mutual Recognition,Other — Mutual Recognition,6,ARTICLE 62,General Obligations,159,4.0,25.157232704402517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1,Japan - Thailand,2007,Mutual Recognition,Other — Mutual Recognition,6,ARTICLE 63,Scope And Coverage,143,2.0,13.986013986013987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,Japan - Thailand,2007,Mutual Recognition,Other — Mutual Recognition,6,ARTICLE 64,Definitions,399,3.0,7.518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,Japan - Thailand,2007,Mutual Recognition,Other — Mutual Recognition,6,ARTICLE 65,Registration Or Designation Of Conformity Assessment Bodies And Withdrawal Thereof,486,5.0,10.2880658436214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1,Japan - Thailand,2007,Mutual Recognition,Other — Mutual Recognition,6,ARTICLE 66,Sub-Committee On Mutual Recognition,155,2.0,12.903225806451612,0.0,0.0,0.0,0.0,1.0,6.451612903225806,0.0,2.0
1,Japan - Thailand,2007,Mutual Recognition,Other — Mutual Recognition,6,ARTICLE 67,Contact Points,32,1.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Mutual Recognition,Other — Mutual Recognition,6,ARTICLE 68,General Exceptions,32,1.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Mutual Recognition,Other — Mutual Recognition,6,ARTICLE 69,Miscellaneous Provisions,148,4.0,27.027027027027028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1,Japan - Thailand,2007,Mutual Recognition,Other — Mutual Recognition,6,ARTICLE 70,Confidentiality,104,3.0,28.846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 71,General Principles,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 72,Scope And Coverage,237,5.0,21.09704641350211,0.0,0.0,0.0,0.0,3.0,12.658227848101266,0.0,5.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 73,Definitions,1292,4.0,3.0959752321981426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 74,Market Access,413,4.0,9.685230024213075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 75,National Treatment,224,3.0,13.392857142857142,0.0,0.0,0.0,0.0,1.0,4.464285714285714,0.0,3.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 76,Additional Commitments,45,1.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 77,Schedule Of Specific Commitments,231,7.0,30.303030303030305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 78,Modification Of Schedules,168,2.0,11.904761904761903,0.0,0.0,1.0,5.952380952380952,0.0,0.0,1.0,1.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 79,Most-Favoured-Nation Treatment,47,0.0,0.0,0.0,0.0,1.0,21.27659574468085,0.0,0.0,1.0,0.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 80,Domestic Regulation,443,9.0,20.316027088036115,1.0,2.257336343115124,1.0,2.257336343115124,5.0,11.286681715575622,2.0,3.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 81,Mutual Recognition,147,1.0,6.802721088435374,1.0,6.802721088435374,0.0,0.0,0.0,0.0,1.0,0.5
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 82,Transparency,107,4.0,37.38317757009346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 83,Monopolies And Exclusive Service Suppliers,188,3.0,15.957446808510637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 84,Emergency Safeguard Measures,52,2.0,38.46153846153847,0.0,0.0,0.0,0.0,1.0,19.230769230769234,0.0,2.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 85,Payments And Transfers,129,3.0,23.25581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 86,Restrictions To Safeguard The Balance Of Payments,238,8.0,33.61344537815126,0.0,0.0,0.0,0.0,1.0,4.201680672268908,0.0,8.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 87,Denial Of Benefits,132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.575757575757576,0.0,0.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 88,Sub-Committee On Trade In Services,101,2.0,19.801980198019802,0.0,0.0,0.0,0.0,1.0,9.900990099009901,0.0,2.0
1,Japan - Thailand,2007,Trade In Services,Trade in Services,7,ARTICLE 89,Review,189,5.0,26.455026455026452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 90,Scope And Coverage,411,9.0,21.897810218978105,0.0,0.0,0.0,0.0,1.0,2.4330900243309004,0.0,9.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 91,Definitions,1360,4.0,2.941176470588235,2.0,1.4705882352941175,0.0,0.0,0.0,0.0,2.0,1.3333333333333333
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 92,Observance Of The Provisions Of This Chapter,40,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 93,National Treatment,158,3.0,18.9873417721519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 94,Access To The Courts Of Justice,64,1.0,15.625,0.0,0.0,0.0,0.0,1.0,15.625,0.0,1.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 95,Minimum Standard Of Treatment,134,2.0,14.925373134328359,0.0,0.0,0.0,0.0,2.0,14.925373134328359,0.0,2.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 96,Most-Favoured-Nation Treatment,210,3.0,14.285714285714285,0.0,0.0,1.0,4.761904761904763,0.0,0.0,1.0,1.5
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 97,Performance Requirements,114,3.0,26.31578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 98,Schedule Of Specific Commitments,84,4.0,47.61904761904761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 99,Modification Of Commitments,61,1.0,16.393442622950822,0.0,0.0,1.0,16.393442622950822,0.0,0.0,1.0,0.5
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 100,Acquired Treatment,33,1.0,30.303030303030305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 101,Transparency,98,2.0,20.408163265306122,1.0,10.204081632653061,0.0,0.0,2.0,20.408163265306122,1.0,1.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 102,Expropriation And Compensation,240,8.0,33.333333333333336,0.0,0.0,0.0,0.0,5.0,20.833333333333332,0.0,8.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 103,Protection From Strife,107,2.0,18.69158878504673,0.0,0.0,0.0,0.0,1.0,9.345794392523365,0.0,2.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 104,Transfers,236,3.0,12.711864406779663,0.0,0.0,0.0,0.0,2.0,8.474576271186441,0.0,3.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 105,Subrogation,154,2.0,12.987012987012989,1.0,6.493506493506494,0.0,0.0,0.0,0.0,1.0,1.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 106,Settlement Of Investment Disputes,1185,17.0,14.345991561181435,0.0,0.0,0.0,0.0,64.0,54.0084388185654,0.0,17.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 107,Special Formalities,48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.833333333333332,0.0,0.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 108,Temporary Safeguard Measures,285,8.0,28.070175438596493,0.0,0.0,0.0,0.0,1.0,3.5087719298245617,0.0,8.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 109,Prudential Measures And,183,3.0,16.393442622950822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 110,Taxation Measures As Expropriation,218,3.0,13.761467889908257,2.0,9.174311926605505,0.0,0.0,2.0,9.174311926605505,2.0,1.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 111,Environmental Measures,39,1.0,25.64102564102564,2.0,51.28205128205128,0.0,0.0,0.0,0.0,2.0,0.3333333333333333
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 112,Denial Of Benefits,162,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.172839506172839,0.0,0.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 113,Sub-Committee On Investment,107,2.0,18.69158878504673,0.0,0.0,0.0,0.0,1.0,9.345794392523365,0.0,2.0
1,Japan - Thailand,2007,Investment,Investment,8,ARTICLE 114,Review,73,2.0,27.397260273972602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,Japan - Thailand,2007,Movement Of Natural Persons,Other — Movement Of Natural Persons,9,ARTICLE 115,Scope And Coverage,189,5.0,26.455026455026452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1,Japan - Thailand,2007,Movement Of Natural Persons,Other — Movement Of Natural Persons,9,ARTICLE 116,Definition,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Japan - Thailand,2007,Movement Of Natural Persons,Other — Movement Of Natural Persons,9,ARTICLE 117,Specific Commitments,210,4.0,19.04761904761905,0.0,0.0,0.0,0.0,1.0,4.761904761904763,0.0,4.0
1,Japan - Thailand,2007,Movement Of Natural Persons,Other — Movement Of Natural Persons,9,ARTICLE 118,Requirements And Procedures Relating To The Movement Of Natural Persons,267,3.0,11.235955056179774,0.0,0.0,3.0,11.235955056179774,0.0,0.0,3.0,0.75
1,Japan - Thailand,2007,Movement Of Natural Persons,Other — Movement Of Natural Persons,9,ARTICLE 119,Mutual Recognition,159,1.0,6.289308176100629,1.0,6.289308176100629,0.0,0.0,0.0,0.0,1.0,0.5
1,Japan - Thailand,2007,Movement Of Natural Persons,Other — Movement Of Natural Persons,9,ARTICLE 120,Sub-Committee On Movement Of Natural Persons,329,8.0,24.316109422492403,0.0,0.0,0.0,0.0,3.0,9.11854103343465,0.0,8.0
1,Japan - Thailand,2007,Movement Of Natural Persons,Other — Movement Of Natural Persons,9,ARTICLE 121,Further Negotiations,26,1.0,38.46153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 122,General Provisions,168,2.0,11.904761904761903,0.0,0.0,0.0,0.0,2.0,11.904761904761903,0.0,2.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 123,Definitions,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 124,National Treatment,101,3.0,29.7029702970297,0.0,0.0,0.0,0.0,1.0,9.900990099009901,0.0,3.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 125,Most-Favoured-Nation Treatment,44,1.0,22.727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 126,Streamlining And Harmonisation Of Procedural Matters,212,4.0,18.867924528301884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 127,Transparency,139,1.0,7.194244604316547,0.0,0.0,0.0,0.0,2.0,14.388489208633095,0.0,1.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 128,Promotion Of Public Awareness Concerning Protection Of Intellectual Property,36,1.0,27.777777777777775,0.0,0.0,0.0,0.0,1.0,27.777777777777775,0.0,1.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 129,Objectives,105,0.0,0.0,2.0,19.04761904761905,0.0,0.0,1.0,9.523809523809526,2.0,0.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 130,Patents,141,5.0,35.46099290780142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 131,Industrial Designs,148,5.0,33.78378378378378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 132,Trademarks For Goods And Services,161,4.0,24.844720496894407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 133,Copyright And Related Rights,281,1.0,3.558718861209964,0.0,0.0,3.0,10.676156583629894,3.0,10.676156583629894,3.0,0.25
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 134,Geographical Indications,71,3.0,42.25352112676056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 135,New Varieties Of Plants,138,2.0,14.492753623188406,1.0,7.246376811594203,0.0,0.0,0.0,0.0,1.0,1.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 136,Unfair Competition,163,3.0,18.404907975460123,0.0,0.0,0.0,0.0,1.0,6.134969325153374,0.0,3.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 137,Protection Of Undisclosed Information,25,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Japan - Thailand,2007,Intellectual Property,Intellectual Property,10,ARTICLE 138,Enforcement – Border Measures,211,5.0,23.696682464454973,0.0,0.0,0.0,0.0,1.0,4.739336492890995,0.0,5.0
